code,num
C1072,745.4846662157257
C1128,1349.2303090842224
C1456,609.666214816199
C1840,530.904965184575
C1332,1270.3064706402765
C1563,1400.4387907888854
C1794,819.4189139560469
C1640,590.1646800583319
C1377,329.0318615947561
C2072,244.0826460809789
C1472,503.84945757812267
C1006,320.4104336941485
C1083,514.1346818130786
C1311,237.15945436202568
C2676,332.14060895205256
C2318,325.91281912583656
C1603,473.984850234264
C2523,315.06724764192114
C2177,202.26005060293826
C2411,626.8077511988993
C2033,271.957074104242
C1604,502.54753062930166
C2535,577.7010937869856
C1040,521.9108997621314
C2417,485.0708277721728
C1812,162.52903853456004
C2253,211.27308573606646
C1294,599.9814120522745
C1772,563.73478038296
C2646,591.3042507963975
C1152,1051.1969735975604
C2423,141.91489283793172
C1844,476.4109914177547
C1318,308.1208076699026
C1729,158.77812817896927
C1602,357.27157840837884
C1239,368.08739830098733
C1721,655.2518605380267
C1902,774.0321087465353
C1855,351.5898908825697
C2600,449.26538909370515
C1071,498.27976253619136
C2295,516.2839988232367
C1621,610.4299629062014
C1852,856.4029212884618
C2555,1242.6262078567709
C1297,554.0112193037918
C2323,637.5251207978544
C2215,337.5303688927659
C2112,343.39564197950625
C1830,858.5756737895199
C2602,252.66965713154772
C2608,1071.4909646713515
C1215,577.1825367154663
C2369,666.1559253946555
C1158,309.28102273802745
C1887,672.7449955220504
C1189,346.0483964162506
C1637,504.696476388621
C1225,147.8080545958142
C2374,380.97379784408844
C2397,611.9953663251088
C1105,864.2141311057504
C1782,458.6208294116582
C1629,146.83387375572042
C1708,307.422021430542
C2144,543.1120216620778
C1617,879.3084463483591
C1149,570.9878173418472
C1323,541.5333081899602
C1064,699.8731603541424
C1019,299.94754171558833
C2269,632.2298108838962
C1416,893.350592636521
C1250,908.3441716659073
C1741,485.971084314841
C1016,698.8246995668783
C2675,950.0891797060348
C2436,730.8769163808867
C2039,984.9767332037133
C1253,861.6960461185233
C2028,1221.0084974683032
C1166,352.4489298620861
C1135,299.41387476933636
C1216,321.4980589457148
C1593,256.06003277858343
C1826,336.2345856136004
C1827,510.87578292462234
C1564,320.0563734996668
C1495,905.0620757229395
C2653,857.7714686782265
C1392,578.8938528435287
C2128,308.8609515156006
C1282,530.6960670492082
C1521,1157.795732185299
C2076,921.6953392291031
C1060,625.8327336199479
C2473,1188.2095203186616
C2557,819.7892012053031
C1835,966.2530046017533
C2224,803.2569440106531
C2222,438.0621776270917
C2430,748.8971302532132
C2497,751.8054710615806
C1494,937.5875900202257
C1457,625.5842241341636
C1525,1369.2727078689759
C1712,621.6068475626937
C2267,914.1147634094735
C1623,335.6116222163605
C2131,585.3060060188853
C2691,1255.687491846381
C1147,760.6297589974766
C1692,1188.2095203186616
C1570,801.425207404057
C1474,127.13930735437611
C1633,184.98030141259326
C2113,574.238397972937
C2175,818.1419594904671
C2303,1336.0508967200915
C2547,546.4574637899328
C2292,715.5841770546822
C1496,735.8535779021296
C1289,367.20888633788627
C1849,593.5093132941926
C1003,272.46053762317115
C2268,479.6497857383409
C2551,516.9156153273696
C2688,132.5306876104403
C1030,112.48866564381663
C1327,137.26792701677704
C2451,589.752925622345
C1749,549.2112392019159
C1349,306.94010104882756
C2043,262.62016492711734
C1229,276.6939867268749
C2363,494.7870624224517
C1414,468.68384517158614
C2174,488.7121777141289
C2091,143.778408561909
C2335,412.32584017554365
C1841,130.65977105070994
C2404,121.05475626320813
C1683,252.33086019106415
C1038,304.85285761460455
C2456,233.83334519148153
C1266,441.78003352598495
C2152,128.94206649136086
C1267,382.48277339023
C2189,280.3830859853718
