code,num
C1072,865.2233584080395
C1128,1388.4181542041958
C1456,597.2038432170293
C1840,538.2689252066585
C1332,1116.0682112991237
C1563,1392.6764701707632
C1794,804.6190051463695
C1640,475.42133905631215
C1377,330.010400096877
C2072,263.9137379537856
C1472,506.9406822204264
C1006,310.0148403055226
C1083,459.4386932272307
C1311,223.7241870900052
C2676,337.8463493347694
C2318,276.92215839832204
C1603,459.9881545749263
C2523,294.21508981916685
C2177,146.8979124719061
C2411,656.6957358995506
C2033,295.4859210606514
C1604,466.77371726493266
C2535,512.8537084548348
C1040,590.4282958386085
C2417,401.3268898817119
C1812,150.16585065906645
C2253,149.64453920013233
C1294,605.5469281446954
C1772,530.1219018302187
C2646,543.3770550918547
C1152,1104.5790755208168
C2423,165.55798075267506
C1844,539.3143476194136
C1318,266.17913891339964
C1729,168.6004512504054
C1602,315.6019723263305
C1239,347.03113587157065
C1721,680.4580527398001
C1902,816.3204860710324
C1855,331.3311745188948
C2600,386.5199323352705
C1071,497.25829973563566
C2295,491.62630934950056
C1621,608.0829859223059
C1852,961.2453374423967
C2555,1230.9425574696434
C1297,505.60302435861945
C2323,664.7848030187218
C2215,313.8550412248935
C2112,353.282171599727
C1830,872.9906162699731
C2602,225.67621692295768
C2608,962.3327212304573
C1215,629.2466837710483
C2369,656.7919379050754
C1158,298.9354997378256
C1887,657.4536275940949
C1189,274.3538619195931
C1637,460.9802970331938
C1225,172.9158014116343
C2374,317.73823960709336
C2397,575.0570687005196
C1105,958.7105360025224
C1782,385.1709969347671
C1629,151.6470549287102
C1708,284.74632050568175
C2144,602.5477377605554
C1617,837.1632797814567
C1149,519.7969607981806
C1323,493.9294850329991
C1064,706.4497480496427
C1019,258.8922428524652
C2269,647.675066822931
C1416,869.1102308799566
C1250,921.4641442850426
C1741,418.23957486165307
C1016,752.971226451011
C2675,1007.6160120932473
C2436,751.3647999296076
C2039,955.2973836103433
C1253,882.1498998315607
C2028,1437.9235923659721
C1166,364.36301673542334
C1135,259.1490170228903
C1216,286.3200518559265
C1593,190.79241081227434
C1826,254.6087867158126
C1827,471.1585293086308
C1564,306.53787525582516
C1495,774.0325380532923
C2653,1005.0928321653187
C1392,612.5099458433145
C2128,265.5395131837962
C1282,614.8225283593147
C1521,1094.504594160295
C2076,924.2611067649481
C1060,702.0835010910823
C2473,1073.0697280960298
C2557,839.2652764479193
C1835,894.40290174753
C2224,798.917243841193
C2222,422.91216994803295
C2430,833.8095648093404
C2497,709.5239672543809
C1494,1030.641602608449
C1457,687.0238309097309
C1525,1465.752340676253
C1712,621.1660222725067
C2267,869.5886017347704
C1623,262.71157214071815
C2131,512.196361052062
C2691,1176.2535967540591
C1147,662.6927648747914
C1692,1079.572215673144
C1570,764.5579334740557
C1474,184.12032326907098
C1633,181.32010758274882
C2113,508.3597328978049
C2175,948.1617296785727
C2303,1379.7059615409862
C2547,596.1197571275712
C2292,801.917534690369
C1496,742.0117100057806
C1289,438.2109503028581
C1849,680.5460252929323
C1003,279.83438883153065
C2268,457.3890535939693
C2551,617.6473314755393
C2688,201.74277135923467
C1030,100.50196731009312
C1327,92.11319098926536
C2451,635.2235110972821
C1749,562.64369796151
C1349,286.6511499403426
C2043,245.61874186088997
C1229,278.4086097134979
C2363,512.8013065992532
C1414,445.57428564670033
C2174,496.97961052673753
C2091,103.51937387055963
C2335,411.3818193862268
C1841,113.372277144797
C2404,77.03917977396449
C1683,175.80111498918237
C1038,326.0111092707735
C2456,298.0048318539844
C1266,528.0983377428443
C2152,97.86959454320511
C1267,419.3866740071739
C2189,338.0887421966436
