code,num
C1072,793.6722699521979
C1128,1281.5342536837834
C1456,581.6709848096975
C1840,415.7759799885435
C1332,1505.7985220262374
C1563,2318.4731988700255
C1794,1017.378590994645
C1640,654.9935298369138
C1377,308.0480849082798
C2072,250.31557500197218
C1472,513.0885726709795
C1006,330.65294586221614
C1083,425.8276573534193
C1311,255.14560697837786
C2676,575.4365732250998
C2318,467.49787288619456
C1603,454.16122815211514
C2523,336.4233423993858
C2177,320.16250171570204
C2411,797.5052429986166
C2033,375.93948249502824
C1604,542.9880130059778
C2535,542.4530771380823
C1040,530.5128636286413
C2417,463.8625630618325
C1812,270.5789214787703
C2253,307.09093676195886
C1294,680.6923470438674
C1772,440.5554652126505
C2646,582.5332819235736
C1152,1245.2339231627966
C2423,192.99822388290985
C1844,482.44833004069955
C1318,235.16877823974878
C1729,188.45223401267455
C1602,372.5340636721384
C1239,387.47698364830933
C1721,706.4415304974189
C1902,869.3720605386178
C1855,380.04803868260694
C2600,441.74241108928067
C1071,535.9656417570426
C2295,512.3750979441045
C1621,574.9286189661477
C1852,970.7175052805146
C2555,1295.3439173446227
C1297,463.0026332473007
C2323,589.7243686292396
C2215,393.87261616532913
C2112,274.44193987652136
C1830,844.596960426885
C2602,256.19755249832576
C2608,1125.8399716062042
C1215,697.1281256314886
C2369,714.8411638157404
C1158,270.52916647899747
C1887,784.8318213060394
C1189,227.45180838416925
C1637,453.73597382366904
C1225,201.45416304651843
C2374,294.4783331099375
C2397,568.563468595163
C1105,996.3668976433603
C1782,484.693981362434
C1629,232.39751295532955
C1708,280.7374120549616
C2144,681.7951149490265
C1617,902.9853310899873
C1149,527.3962945084708
C1323,438.11441664638176
C1064,853.8339462593372
C1019,267.54109076473094
C2269,593.3821676357965
C1416,905.29127450576
C1250,925.7551468939516
C1741,400.1002995328197
C1016,594.5632605274653
C2675,483.19438778865066
C2436,940.4742085164927
C2039,978.5350713432344
C1253,860.8162887162403
C2028,1260.5695466844518
C1166,382.8942267227462
C1135,230.7703555277803
C1216,275.43590303540526
C1593,243.8057320222055
C1826,264.920219404367
C1827,506.930080267153
C1564,313.45511910396925
C1495,913.1890109723353
C2653,878.4451924712171
C1392,692.3769157124035
C2128,266.6609879244456
C1282,596.7870588228768
C1521,1031.27303098827
C2076,971.671276011735
C1060,586.1852796411889
C2473,814.675737083317
C2557,951.2895515336747
C1835,831.4618601185148
C2224,819.4386435761244
C2222,414.9407866509852
C2430,980.2651178920053
C2497,584.8472475744206
C1494,1091.7826399192927
C1457,635.8892139060621
C1525,1130.3288752978399
C1712,637.6329132179474
C2267,917.604142366771
C1623,273.15719026390764
C2131,795.8997265371985
C2691,1124.7341469396717
C1147,932.4880117780217
C1692,1078.0577414830907
C1570,968.3963553001953
C1474,127.43113195584336
C1633,112.90228218369904
C2113,638.9407988842
C2175,890.7228682312817
C2303,1439.3557258809044
C2547,485.58281513439414
C2292,616.3765305374699
C1496,703.7496810042261
C1289,319.44175221037267
C1849,675.3041149530364
C1003,248.46259393486488
C2268,525.8033616069589
C2551,457.4015882721496
C2688,100.18171917410443
C1030,42.16500522393643
C1327,62.17259162737396
C2451,594.4708710677734
C1749,605.2665402228214
C1349,297.2106084181124
C2043,316.53039229783724
C1229,244.71053977842578
C2363,536.6185501324308
C1414,558.5739262607763
C2174,591.8834334839173
C2091,91.93304958352093
C2335,25.81929963100872
C1841,56.560401618450406
C2404,134.37864117990685
C1683,173.8891313865237
C1038,359.53153725489653
C2456,250.9439210420731
C1266,463.30116698976616
C2152,30.689055707527707
C1267,356.67557934485126
C2189,237.28080591438086
