code,num
C1072,709.9331359128524
C1128,1282.8605865603988
C1456,551.7663024933998
C1840,390.52190770959686
C1332,1296.4674085120494
C1563,1970.1343861244861
C1794,949.334210553261
C1640,592.5590492703644
C1377,336.5184339091443
C2072,208.89384753087452
C1472,544.0676657181141
C1006,281.24004803648745
C1083,436.69341537023655
C1311,260.74815182538805
C2676,426.48262643679146
C2318,523.4565935359914
C1603,467.663276751472
C2523,320.230647409196
C2177,238.3542658354139
C2411,779.2162549680043
C2033,268.19641873483585
C1604,509.6662319009742
C2535,529.5019446660408
C1040,490.8912866975584
C2417,441.84773948273636
C1812,190.52103066386414
C2253,224.74333528061197
C1294,688.6713523630033
C1772,428.4600868461692
C2646,574.8735251660547
C1152,1220.8812677853393
C2423,181.94717654714577
C1844,467.3126491864461
C1318,244.71599055402987
C1729,154.4882123897591
C1602,326.2370615896668
C1239,382.6482907792805
C1721,654.4112879854165
C1902,928.2960251500737
C1855,365.1563691065902
C2600,438.76654269883636
C1071,535.2992741519444
C2295,515.6706726925236
C1621,601.5269993219426
C1852,882.58411038745
C2555,1420.7333403977848
C1297,454.49093433233577
C2323,626.4890376423936
C2215,401.49761055832334
C2112,268.46257635285804
C1830,906.2711168824467
C2602,247.0912025368626
C2608,1169.8706879031447
C1215,643.9446009201611
C2369,648.787150638965
C1158,254.15536966129557
C1887,757.4507191633332
C1189,233.64309065727315
C1637,545.5095921977614
C1225,196.4678265240388
C2374,272.8492365997743
C2397,569.3997584766039
C1105,1099.4219006516735
C1782,503.6173565633911
C1629,232.60274895354883
C1708,257.7537472309729
C2144,681.5509480455173
C1617,904.5617036528168
C1149,546.5992376387004
C1323,497.35283833717784
C1064,789.9479707762243
C1019,261.2424461613207
C2269,613.8279709540902
C1416,988.4537291837554
C1250,978.9998169549169
C1741,403.3835636053006
C1016,644.6001571471049
C2675,506.6996766881367
C2436,865.9805177133918
C2039,961.7903274609446
C1253,830.4047991746754
C2028,1287.2080624470882
C1166,375.9669395460317
C1135,228.7523663248274
C1216,288.37192913720304
C1593,220.95048494173486
C1826,309.53615462953195
C1827,561.9940525501748
C1564,310.281398682337
C1495,912.8662846301377
C2653,884.2867093574599
C1392,696.2101430020199
C2128,271.34250476640506
C1282,654.6482866874981
C1521,968.1394900627364
C2076,1000.3168339603817
C1060,576.7746468929636
C2473,897.85107747336
C2557,915.1823797314062
C1835,877.1638179756726
C2224,792.5164578881896
C2222,400.1290687143636
C2430,979.7639218865421
C2497,593.8675342359476
C1494,1102.6042413446924
C1457,686.8183250820439
C1525,1171.8996653688414
C1712,609.4732787514018
C2267,949.3400915607637
C1623,316.53888581571454
C2131,756.6773105002125
C2691,1171.5559961389088
C1147,836.0321782273946
C1692,1114.8166040510473
C1570,1009.8219255224716
C1474,120.24053955060124
C1633,122.8021810510519
C2113,638.5564970794518
C2175,934.0752454494532
C2303,1499.27503830209
C2547,487.25000345589405
C2292,582.7948360988461
C1496,736.3189650634447
C1289,288.78375548073757
C1849,677.4873940739766
C1003,219.96620559541284
C2268,390.40755420828816
C2551,433.71529797828583
C2688,109.31963887286629
C1030,40.47234736606389
C1327,59.89227435805983
C2451,590.8605534925144
C1749,570.4488938351769
C1349,284.2875574981236
C2043,286.0669867838233
C1229,213.72160449837642
C2363,523.5096895062767
C1414,530.5364729336728
C2174,517.7678382314712
C2091,105.22501138385685
C2335,20.40876924683951
C1841,53.01579276989406
C2404,126.9223928869183
C1683,182.30354840146416
C1038,377.5090601905946
C2456,203.45705395478075
C1266,389.4585725187087
C2152,21.487088902797527
C1267,373.42771164235023
C2189,223.90612808929853
